Model_Name,Product_Line,Segment,CPU_Vendor,CPU_Model,CPU_Generation,GPU_Type,GPU_Name,GPU_VRAM_GB,RAM_GB,Storage_GB,Screen_Size_Inches,Screen_Panel_Type,Screen_Refresh_Rate_Hz,Screen_Touch,Battery_Whr,Price_VND
Inspiron 7255,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,32,256,15.6,Standard,60,No,41,16690000
Inspiron 7304,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,512,16,Standard,60,No,54,17850000
Alienware m16 4127,Alienware,Gaming,Intel,Core i7,13,Dedicated,NVIDIA RTX 4050,6,16,512,16,IPS,165,No,64,60000000
Inspiron 5867,Inspiron,Consumer,Intel,Core i7,13,Integrated,Intel Iris Xe,0,16,256,15.6,Standard,60,No,41,21340000
Vostro 3878,Vostro,Business,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,8,512,14,Standard,60,No,80,15510000
Inspiron 5910,Inspiron,Consumer,AMD,Ryzen 5,5000,Integrated,AMD Radeon Graphics,0,16,256,15.6,Standard,90,No,64,16360000
Inspiron 3567,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,16,256,14,Standard,60,No,54,15280000
Vostro 3596,Vostro,Business,Intel,Core i5,13,Integrated,Intel Iris Xe,0,32,256,13.3,Standard,60,No,54,21590000
XPS 1352,XPS,Ultrabook/Premium,Intel,Core Ultra 7,Ultra,Integrated,Intel Arc Graphics (Integrated),0,16,1000,13.3,OLED,60,No,64,45750000
Vostro 5664,Vostro,Business,Intel,Core i3,13,Dedicated,NVIDIA MX550,2,16,256,15.6,Standard,60,No,60,16960000
G16 3115,G Series,Gaming,AMD,Ryzen 5,6000,Dedicated,NVIDIA MX550,2,16,512,16,Standard,90,No,70,30640000
Inspiron 7449,Inspiron,Consumer,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,8,256,15.6,Standard,60,No,70,16230000
Latitude 7088,Latitude,Business/Ultrabook,Intel,Core Ultra 7,Ultra,Integrated,Intel Arc Graphics (Integrated),0,32,512,15.6,IPS,60,No,64,38090000
Alienware m16 3338,Alienware,Gaming,Intel,Core i5,14,Dedicated,AMD Radeon RX 6500M,4,16,512,15.6,IPS,165,Yes,54,56410000
Inspiron 7950,Inspiron,Consumer,AMD,Ryzen 5,6000,Dedicated,AMD Radeon RX 6500M,4,8,256,17.3,Standard,60,No,41,20190000
Vostro 7952,Vostro,Business,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,512,14,Standard,144,No,54,17860000
Inspiron 7962,Inspiron,Consumer,Intel,Core i3,13,Dedicated,NVIDIA MX550,2,8,512,15.6,OLED,144,No,54,19090000
Inspiron 3412,Inspiron,Consumer,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,16,256,13.3,IPS,60,No,54,14810000
Inspiron 3415,Inspiron,Consumer,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,8,256,14,OLED,60,No,54,18680000
Inspiron 5629,Inspiron,Consumer,AMD,Ryzen 5,5000,Integrated,AMD Radeon Graphics,0,8,512,15.6,IPS,60,No,54,15090000
Vostro 7659,Vostro,Business,Intel,Core i3,12,Integrated,Intel UHD Graphics,0,16,256,15.6,IPS,60,No,54,15310000
Inspiron 5974,Inspiron,Consumer,Intel,Core i5,13,Dedicated,NVIDIA RTX 3050,6,8,256,15.6,Standard,60,No,41,20940000
Vostro 3561,Vostro,Business,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,8,256,14,Standard,60,No,60,16140000
Inspiron 3787,Inspiron,Consumer,Intel,Core i7,12,Dedicated,NVIDIA MX550,2,16,512,15.6,Standard,60,No,54,23770000
Vostro 7888,Vostro,Business,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,16,512,15.6,Standard,60,No,41,16880000
Inspiron 5122,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,16,256,14,IPS,60,No,41,18090000
Inspiron 7645,Inspiron,Consumer,Intel,Core i5,14,Dedicated,AMD Radeon RX 7600S,8,8,256,14,IPS,60,No,41,24800000
Inspiron 5712,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,256,14,Standard,60,No,54,17140000
Inspiron 5562,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,16,256,15.6,Standard,60,No,54,14780000
Latitude 7046,Latitude,Business/Ultrabook,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,32,1000,15.6,Standard,60,No,54,31540000
Vostro 5437,Vostro,Business,Intel,Core i5,14,Integrated,Intel Iris Xe,0,16,256,14,Standard,60,No,54,18160000
XPS 1353,XPS,Ultrabook/Premium,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,16,512,13.3,IPS,60,No,60,33050000
Vostro 5395,Vostro,Business,AMD,Ryzen 5,7000,Dedicated,NVIDIA MX550,2,16,256,15.6,IPS,60,No,70,20320000
Inspiron 7135,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,16,512,15.6,IPS,60,Yes,54,15760000
Vostro 3411,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,512,15.6,IPS,60,No,60,19030000
Latitude 3049,Latitude,Business/Ultrabook,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,1000,15.6,Standard,60,No,70,31350000
Inspiron 5113,Inspiron,Consumer,Intel,Core i7,13,Integrated,Intel Iris Xe,0,8,512,17.3,Standard,60,No,60,20940000
Inspiron 7485,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,256,15.6,Standard,60,No,54,16720000
Inspiron 5916,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,256,14,IPS,60,No,41,15200000
Vostro 5509,Vostro,Business,Intel,Core i7,13,Integrated,Intel Iris Xe,0,8,1000,14,Standard,60,No,60,21020000
Vostro 3360,Vostro,Business,AMD,Ryzen 7,6000,Integrated,AMD Radeon Graphics,0,8,256,14,Standard,120,No,54,20560000
Vostro 7144,Vostro,Business,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,8,512,15.6,IPS,60,Yes,54,18980000
G15 1378,G Series,Gaming,AMD,Ryzen 5,7000,Dedicated,NVIDIA RTX 4050,6,16,1000,13.3,IPS,144,No,54,36980000
Inspiron 3127,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,8,256,14,Standard,60,No,54,12890000
Latitude 5040,Latitude,Business/Ultrabook,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,16,1000,14,IPS,60,No,54,27950000
XPS 1345,XPS,Ultrabook/Premium,Intel,Core i5,12,Dedicated,AMD Radeon RX 7600S,8,16,256,13.3,OLED,60,Yes,60,42620000
Inspiron 3162,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,512,14,Standard,60,No,54,14700000
Latitude 3095,Latitude,Business/Ultrabook,Intel,Core Ultra 5,Ultra,Integrated,Intel Iris Xe,0,8,256,14,IPS,60,No,60,27940000
Inspiron 3569,Inspiron,Consumer,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,16,256,15.6,OLED,90,No,54,19980000
Inspiron 5283,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,512,14,IPS,60,No,41,16960000
Inspiron 5403,Inspiron,Consumer,Intel,Core i3,12,Integrated,Intel UHD Graphics,0,8,256,13.3,IPS,60,Yes,54,13550000
Inspiron 3927,Inspiron,Consumer,Intel,Core i7,13,Integrated,Intel Iris Xe,0,32,256,14,Standard,90,Yes,54,22640000
Inspiron 3142,Inspiron,Consumer,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,8,512,15.6,Standard,60,No,54,17410000
G15 2365,G Series,Gaming,AMD,Ryzen 5,7000,Dedicated,AMD Radeon RX 6500M,4,16,512,17.3,Standard,144,No,60,31870000
Inspiron 7263,Inspiron,Consumer,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,16,256,13.3,IPS,60,No,54,16980000
Inspiron 5447,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,256,14,IPS,60,No,54,16990000
Inspiron 5181,Inspiron,Consumer,AMD,Ryzen 5,7000,Dedicated,NVIDIA RTX 3050,6,8,256,15.6,IPS,60,Yes,41,22990000
Inspiron 3514,Inspiron,Consumer,Intel,Core i3,12,Integrated,Intel UHD Graphics,0,8,512,13.3,Standard,60,No,41,12900000
XPS 1455,XPS,Ultrabook/Premium,Intel,Core i5,14,Integrated,Intel Iris Xe,0,16,512,14,IPS,60,No,64,37860000
Inspiron 7548,Inspiron,Consumer,Intel,Core i5,13,Dedicated,NVIDIA MX550,2,8,512,15.6,IPS,60,No,64,18660000
Vostro 7329,Vostro,Business,AMD,Ryzen 3,5000,Integrated,AMD Radeon Graphics,0,8,512,17.3,Standard,60,No,54,14740000
Vostro 7890,Vostro,Business,Intel,Core Ultra 7,Ultra,Integrated,Intel Arc Graphics (Integrated),0,8,512,15.6,Standard,60,No,54,23990000
G15 5540,G Series,Gaming,AMD,Ryzen 7,6000,Dedicated,NVIDIA RTX 3050,4,16,512,15.6,Standard,144,Yes,64,38640000
Vostro 3959,Vostro,Business,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,8,256,15.6,Standard,120,No,41,18390000
Inspiron 7573,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,16,512,17.3,Standard,90,No,41,14900000
Vostro 3966,Vostro,Business,Intel,Core i7,14,Integrated,Intel Iris Xe,0,8,256,14,Standard,60,No,41,21200000
Vostro 3655,Vostro,Business,Intel,Core Ultra 5,Ultra,Integrated,Intel Iris Xe,0,16,512,14,Standard,60,No,41,20110000
Latitude 7077,Latitude,Business/Ultrabook,AMD,Ryzen 5,5000,Integrated,AMD Radeon Graphics,0,32,512,14,Standard,60,No,54,27890000
Vostro 7927,Vostro,Business,Intel,Core i3,12,Integrated,Intel UHD Graphics,0,8,256,14,Standard,60,No,41,13480000
Vostro 5156,Vostro,Business,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,512,15.6,Standard,60,No,54,18540000
Alienware m16 1468,Alienware,Gaming,Intel,Core i7,13,Dedicated,NVIDIA RTX 3060,6,32,512,16,IPS,120,No,54,60000000
Inspiron 7106,Inspiron,Consumer,AMD,Ryzen 3,7000,Dedicated,NVIDIA MX550,2,8,512,15.6,Standard,60,No,60,16310000
Inspiron 5389,Inspiron,Consumer,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,8,256,14,Standard,90,No,41,15570000
Vostro 3263,Vostro,Business,AMD,Ryzen 7,6000,Integrated,AMD Radeon Graphics,0,8,512,14,Standard,60,No,54,21820000
Inspiron 3228,Inspiron,Consumer,Intel,Core i3,12,Integrated,Intel UHD Graphics,0,8,1000,15.6,Standard,60,No,54,13440000
Inspiron 3530,Inspiron,Consumer,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,8,512,14,Standard,120,No,54,17930000
Vostro 3988,Vostro,Business,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,16,512,14,Standard,60,No,60,17350000
XPS 1418,XPS,Ultrabook/Premium,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,512,14,OLED,60,No,60,38410000
Latitude 5094,Latitude,Business/Ultrabook,Intel,Core i5,14,Integrated,Intel Iris Xe,0,32,512,15.6,Standard,60,No,41,31670000
Vostro 7514,Vostro,Business,AMD,Ryzen 3,6000,Dedicated,NVIDIA RTX 3050,6,8,256,15.6,Standard,60,Yes,41,18420000
Vostro 3825,Vostro,Business,AMD,Ryzen 7,6000,Integrated,AMD Radeon Graphics,0,8,256,15.6,Standard,60,No,54,19630000
Inspiron 7438,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,32,512,15.6,Standard,60,No,60,20270000
Inspiron 5450,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,8,256,16,IPS,60,No,54,13500000
Inspiron 7560,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,256,15.6,Standard,60,No,41,16050000
Inspiron 7521,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,256,15.6,Standard,60,No,54,16540000
Inspiron 3991,Inspiron,Consumer,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,16,1000,13.3,IPS,60,No,54,17180000
Inspiron 3677,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,16,1000,15.6,IPS,90,No,41,17510000
Inspiron 7979,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,8,256,14,Standard,120,No,41,13940000
Inspiron 7726,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,512,14,IPS,60,No,54,16100000
Inspiron 5857,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,1000,15.6,Standard,60,No,41,20680000
Inspiron 3584,Inspiron,Consumer,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,16,256,14,IPS,60,No,54,15190000
Latitude 9098,Latitude,Business/Ultrabook,Intel,Core Ultra 5,Ultra,Integrated,Intel Iris Xe,0,16,1000,13.3,IPS,60,Yes,54,30760000
Inspiron 7761,Inspiron,Consumer,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,8,256,14,Standard,60,Yes,41,15700000
Inspiron 5336,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,256,17.3,IPS,60,No,41,17000000
Inspiron 7600,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,256,14,Standard,60,No,54,12680000
Inspiron 3957,Inspiron,Consumer,AMD,Ryzen 7,5000,Integrated,AMD Radeon Graphics,0,16,1000,15.6,Standard,60,No,41,21460000
Inspiron 5361,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,256,15.6,IPS,60,No,54,13370000
Inspiron 5113,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,256,14,IPS,90,No,54,17050000
Vostro 7141,Vostro,Business,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,16,256,14,Standard,60,No,54,18180000
Inspiron 3188,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,16,256,13.3,Standard,60,No,54,18170000
Inspiron 3158,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,256,15.6,Standard,144,No,54,16760000
Inspiron 5754,Inspiron,Consumer,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,16,256,17.3,IPS,60,No,41,17810000
Vostro 3688,Vostro,Business,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,32,512,17.3,Standard,60,No,54,22450000
Vostro 5780,Vostro,Business,Intel,Core i5,14,Integrated,Intel Iris Xe,0,16,512,15.6,IPS,60,No,54,20420000
Vostro 3239,Vostro,Business,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,256,14,Standard,60,No,54,17110000
Inspiron 3725,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,32,512,14,Standard,60,No,60,18700000
Latitude 7027,Latitude,Business/Ultrabook,Intel,Core i7,12,Integrated,Intel Iris Xe,0,16,1000,14,Standard,60,No,60,32260000
Inspiron 5921,Inspiron,Consumer,Intel,Core i3,12,Integrated,Intel UHD Graphics,0,16,256,14,IPS,60,No,54,14980000
Latitude 3091,Latitude,Business/Ultrabook,Intel,Core i3,13,Dedicated,NVIDIA MX550,2,32,512,15.6,IPS,60,No,41,30620000
Latitude 9039,Latitude,Business/Ultrabook,Intel,Core i7,14,Integrated,Intel Iris Xe,0,16,512,15.6,Standard,60,No,54,32660000
Vostro 3939,Vostro,Business,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,16,256,15.6,IPS,144,No,54,17510000
G15 6613,G Series,Gaming,Intel,Core i3,14,Dedicated,NVIDIA RTX 3050,4,32,2000,14,Standard,165,No,54,36150000
Vostro 3620,Vostro,Business,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,512,13.3,Standard,60,No,70,17150000
G15 9061,G Series,Gaming,AMD,Ryzen 5,6000,Dedicated,NVIDIA RTX 3050,6,16,1000,15.6,IPS,144,No,64,36690000
Vostro 3444,Vostro,Business,AMD,Ryzen 3,5000,Integrated,AMD Radeon Graphics,0,16,1000,14,Standard,60,No,54,16450000
Vostro 3957,Vostro,Business,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,512,17.3,OLED,60,No,54,19010000
G15 7652,G Series,Gaming,Intel,Core i5,14,Dedicated,AMD Radeon RX 6500M,4,16,1000,13.3,Standard,165,No,54,32490000
G15 4997,G Series,Gaming,AMD,Ryzen 7,6000,Dedicated,NVIDIA RTX 3050,6,32,512,15.6,IPS,165,No,64,38500000
Inspiron 7118,Inspiron,Consumer,Intel,Core i3,13,Dedicated,AMD Radeon RX 6500M,4,16,256,15.6,IPS,60,No,70,17030000
Inspiron 7762,Inspiron,Consumer,Intel,Core i5,13,Dedicated,Intel Arc A370M,4,8,512,13.3,IPS,90,No,41,18950000
Inspiron 7153,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,256,14,Standard,90,No,64,17630000
Latitude 7050,Latitude,Business/Ultrabook,Intel,Core i5,14,Integrated,Intel Iris Xe,0,16,256,15.6,Standard,60,No,70,26420000
Inspiron 3131,Inspiron,Consumer,Intel,Core i5,12,Dedicated,NVIDIA MX550,2,16,512,14,IPS,60,No,54,18380000
Latitude 9088,Latitude,Business/Ultrabook,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,16,256,15.6,Standard,60,No,54,26990000
Inspiron 3722,Inspiron,Consumer,Intel,Core i7,12,Integrated,Intel Iris Xe,0,16,256,16,Standard,60,No,60,20500000
G15 7891,G Series,Gaming,Intel,Core i5,13,Dedicated,AMD Radeon RX 7600S,8,8,1000,15.6,Standard,165,No,54,37250000
Inspiron 7431,Inspiron,Consumer,Intel,Core i3,12,Integrated,Intel UHD Graphics,0,8,512,14,Standard,60,No,60,12850000
Inspiron 5521,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,256,15.6,Standard,90,No,54,17130000
Inspiron 3779,Inspiron,Consumer,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,16,1000,15.6,Standard,60,No,54,19910000
Inspiron 7402,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,8,256,14,Standard,60,No,70,13670000
Inspiron 3905,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,16,256,14,IPS,60,No,41,15290000
Inspiron 5809,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,16,512,13.3,Standard,60,No,54,14440000
Vostro 3260,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,512,13.3,OLED,60,No,54,19090000
Inspiron 5820,Inspiron,Consumer,AMD,Ryzen 7,7000,Integrated,AMD Radeon Graphics,0,8,256,14,IPS,60,No,60,19790000
Inspiron 7381,Inspiron,Consumer,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,8,512,17.3,Standard,60,No,41,16020000
Inspiron 3639,Inspiron,Consumer,Intel,Core i3,12,Integrated,Intel UHD Graphics,0,16,256,14,Standard,60,No,41,12880000
Vostro 7664,Vostro,Business,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,256,15.6,IPS,120,No,41,18850000
Vostro 7620,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,32,256,14,IPS,60,Yes,41,22690000
Inspiron 5907,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,256,15.6,Standard,60,No,54,15230000
Inspiron 3568,Inspiron,Consumer,AMD,Ryzen 5,7000,Dedicated,NVIDIA RTX 3050,4,16,512,14,IPS,60,No,60,22990000
Latitude 3069,Latitude,Business/Ultrabook,AMD,Ryzen 7,5000,Integrated,AMD Radeon Graphics,0,16,512,16,IPS,60,Yes,60,32070000
Inspiron 3501,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,512,15.6,Standard,60,No,54,17790000
Vostro 5238,Vostro,Business,Intel,Core i7,14,Integrated,Intel Iris Xe,0,8,512,14,IPS,60,No,54,22040000
Alienware m16 8598,Alienware,Gaming,AMD,Ryzen 3,7000,Dedicated,NVIDIA RTX 3060,6,16,512,15.6,IPS,120,No,60,56210000
Inspiron 7833,Inspiron,Consumer,AMD,Ryzen 5,5000,Integrated,AMD Radeon Graphics,0,16,512,14,IPS,60,No,54,17700000
Inspiron 5329,Inspiron,Consumer,Intel,Core i3,12,Integrated,Intel UHD Graphics,0,16,256,14,IPS,90,No,41,14660000
Vostro 7945,Vostro,Business,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,32,256,14,Standard,60,No,54,17590000
G15 6499,G Series,Gaming,Intel,Core Ultra 5,Ultra,Integrated,Intel Iris Xe,0,32,512,14,Standard,165,No,64,32340000
Inspiron 5748,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,8,256,14,Standard,60,No,41,12010000
Inspiron 7589,Inspiron,Consumer,AMD,Ryzen 7,7000,Integrated,AMD Radeon Graphics,0,16,256,15.6,Standard,60,No,54,20950000
XPS 1369,XPS,Ultrabook/Premium,Intel,Core i7,14,Integrated,Intel Iris Xe,0,16,1000,13.3,OLED,60,No,54,41610000
G15 6374,G Series,Gaming,AMD,Ryzen 7,7000,Dedicated,NVIDIA RTX 3050,4,16,1000,15.6,Standard,90,No,54,41160000
Vostro 5621,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,512,15.6,Standard,60,No,54,17610000
Inspiron 7867,Inspiron,Consumer,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,8,1000,13.3,Standard,60,Yes,41,16810000
G15 7975,G Series,Gaming,AMD,Ryzen 7,5000,Dedicated,NVIDIA RTX 3060,6,16,512,14,IPS,90,No,54,36250000
Vostro 7364,Vostro,Business,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,8,512,15.6,Standard,60,No,41,14880000
Inspiron 3483,Inspiron,Consumer,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,8,256,14,IPS,60,No,60,16310000
Inspiron 3699,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,512,15.6,IPS,60,No,54,17710000
Vostro 7445,Vostro,Business,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,16,512,13.3,Standard,60,No,54,17750000
Vostro 5346,Vostro,Business,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,8,256,15.6,IPS,60,No,54,15980000
Inspiron 3860,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,32,1000,14,IPS,60,No,41,21430000
G15 3806,G Series,Gaming,Intel,Core i7,12,Dedicated,NVIDIA RTX 3050,6,16,512,14,Standard,144,No,60,37420000
Inspiron 7298,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,512,14,Standard,60,No,54,17600000
Inspiron 5996,Inspiron,Consumer,AMD,Ryzen 5,7000,Dedicated,NVIDIA MX550,2,16,256,14,Standard,60,No,60,19260000
Vostro 5711,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,256,16,Standard,60,No,54,20080000
Vostro 7105,Vostro,Business,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,16,256,15.6,Standard,60,No,54,15270000
Inspiron 3331,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,16,512,15.6,IPS,60,No,54,16070000
Inspiron 7578,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,256,14,Standard,120,No,60,14660000
Latitude 3022,Latitude,Business/Ultrabook,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,16,1000,15.6,IPS,60,Yes,60,27300000
Inspiron 5467,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,512,14,Standard,60,No,41,13060000
Vostro 5902,Vostro,Business,AMD,Ryzen 5,7000,Dedicated,Intel Arc A370M,4,8,512,17.3,Standard,60,No,41,21700000
Latitude 3027,Latitude,Business/Ultrabook,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,16,2000,14,Standard,60,Yes,54,29260000
Inspiron 3868,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,1000,14,IPS,60,No,70,19440000
Inspiron 3958,Inspiron,Consumer,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,8,512,14,IPS,60,No,54,15870000
Latitude 3031,Latitude,Business/Ultrabook,Intel,Core Ultra 5,Ultra,Integrated,Intel Arc Graphics (Integrated),0,32,512,16,Standard,60,No,60,32360000
Latitude 3020,Latitude,Business/Ultrabook,Intel,Core i5,12,Dedicated,NVIDIA RTX 3050,4,16,512,14,IPS,60,No,60,32960000
Inspiron 3866,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,512,15.6,Standard,60,No,54,14140000
Inspiron 5213,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,512,14,IPS,60,No,54,17940000
Inspiron 5749,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,8,512,15.6,Standard,60,No,54,13150000
Inspiron 7719,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,16,512,15.6,IPS,60,No,41,15470000
Inspiron 5953,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,512,13.3,IPS,60,Yes,54,17530000
Inspiron 5987,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,512,15.6,IPS,60,No,54,19120000
Inspiron 5444,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,8,1000,15.6,Standard,90,No,54,14240000
Inspiron 7910,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,256,15.6,IPS,60,No,41,18320000
Inspiron 3666,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,256,16,OLED,60,No,54,20900000
Inspiron 3385,Inspiron,Consumer,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,16,256,13.3,IPS,60,No,60,17370000
Inspiron 5283,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,512,15.6,Standard,60,No,60,18130000
Inspiron 3992,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,8,256,14,IPS,90,No,41,12690000
Inspiron 5990,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,512,15.6,Standard,60,No,41,17410000
Inspiron 3260,Inspiron,Consumer,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,8,256,15.6,Standard,60,No,54,14460000
Inspiron 5133,Inspiron,Consumer,Intel,Core i7,14,Integrated,Intel Iris Xe,0,16,256,17.3,IPS,60,No,64,23020000
